description,price,product_id,product_name,seller
"Любые стейки прожарки medium-well done; свиные ребра; говяжья печень; картофель, овощной рататуй; рис по-восточному; красные сорта рыб на гриле; рыбные шашлыки; острые супы с мясом осьминога или краба; все шоколадные торты; шоколадный фандан; все восточные сладости. Предком Glenmorangie The Lasanta был Glenmorangie Vintage 1963, односолодовый виски с дополнительной выдержкой в бочках из-под хереса Олоросо. Первый выпуск состоялся в 1987 году, с тех пор Glenmorangie не перестает экспериментировать с довыдержкой в различных бочках, создавая невероятные экспрессии. Glenmorangie The Lasanta один из лучших результатов опыта дистиллерии Glenmorangie.   Виски Glenmorangie The Lasanta  это:  в переводе с гаэльского языка тепло и страсть;  выдержка 12 лет: 10 лет в бочках из-под бурбона, и не менее 2-х лет дополнительной выдержки в испанских бочках из-под сухого хереса Олоросо и из-под сладкого хереса Педро Хименес;  ароматы специй и пряностей;  вкусовые оттенки лесного ореха, шоколада и су...",4003,52498393,"Виски Glenmorangie The Lasanta Sherry Cask Finish 12 лет 0,7 л в подарочной упаковке",Glenmorangie
"Подарочный набор для женщин, бьюти бокс с косметикой - это набор уходовой косметики для лица в подарок подруге, девушке, маме, сестре, коллеге и для себя любимой! Набор косметики женский включает в себя 12 предметов: набор тканевых масок для лица Корея в ассортименте (Jigott, Doris, Ekel) 7 шт., патчи для глаз 2 пары, гелевые маски для губ 2 пары, крем для рук 1 шт., **Открытка. Косметический набор beauty box** отлично подойдет в подарок девушке на день влюбленных, подарок маме на день рождения, на 8 марта, на день матери и без особого повода. Подарочный бокс упакован в декоративную коробку с прозрачной крышкой, украшен лентой. Дополнительно бьюти бокс с косметикой упакован в транспортный короб, что гарантирует доставку до Вас в целости и невредимости. Размер подарочной коробки 17*17 см. Наши подарочные наборы косметики для женщин могут содержать иной набор корейских тканевых масок, патчей и упаковочной бумаги, чем на фото.Корейская тканевая маска, корейская косметика",534,46141648,Подарочный набор косметики женский / Бьюти Бокс / Beauty Box/ Подарок на 8 марта / Бокс с косметикой,O'RIMWELL
"Сумка женская спортивная отлично подойдет для тренировок, для фитнеса, йоги или повседневного использования. Сумка спортивная очень вместительная, изготовлена из износостойкого и водоотталкивающего материала. Сумка дорожная через плечо идеально подойдет для поездок, путешествий, походов или пикника. В сумке есть внутренний карман для обуви с вентилируемым отверстием, а так же боковые карманы на молнии для ключей и прочей мелочи. Ремни сумки легко регулируются. Cумка идеально подойдет как ручная кладь. В нашем интернет магазине представлены такие модели, как: сумка кросс боди женская рюкзак женский рюкзак городской рюкзак мужской черный сумка мужская сумка для спорта сумка для фитнеса дорожная сумка хозяйственная сумка для тренировок сумка в багажник сумка в самолет ручная кладь сумка для документов сумка женская маленькая сумка в роддом. Сумка-это отличный подарок для женщины любимой мамы жены подарок для мужчины мужа на 23 февраля подарок для жены подруги любимой на 8 марта.",1141,36313576,Сумка спортивная сумка женская через плечо сумка кросс боди сумка мужская дорожная фитнес рюкзак,Gnayt
"Angel Like Me - безопасная, гипоаллергенная детская декоративная косметика. Победитель федеральной премии в сфере товаров у услуг для детей Золотой медвежонок.Тени, помада, лак для ногтей, блеск - лучший подарок для девочки. Найдите все наши товары по запросу Angel Like Me и Angel Like Me линия Barbie.Детский косметический набор Angel Like Me имеет Свидетельство о государственной регистрации, выданное управлением Роспотребнадзора по г. Москве. Косметика проверена в Центре контроля качества Онкологического научного центра. Испытания подтверждены Центром гигиены и эпидемиологии в городе Москве. Все компоненты соответствуют Техническому регламенту ТР ТС 009/2011 О безопасности парфюмерно-косметической продукции.Ждем Вас в инстаграм @Angel.LikeMe и будем рады ответить на все Ваши вопросы по электронной почте info @ AngelLikeMe.ru",793,13370904,"Детская декоративная косметика для девочек ""Цветок"". Тени, блеск, помада, лак. Набор косметики",Angel Like Me
"Не бывает плохой погоды для бега в этих кроссовках adidas. Промежуточная подошва Boost смягчает каждый шаг, а прочная подметка обеспечивает плавный перекат стопы.",3199,30305196,Кроссовки RESPONSE SUPER 2.0  CBLACK/FTWWHT/GRESIX,adidas
"Варежки из высокопрочной, износостойкой ткани. Ладонь усилена износостойкой прорезиненной вставкой. Предусмотрено соединение рукавиц карабином друг к другу. Беспоровая мембрана - HIPORA не пропускает влагу внутрь, а при повышенной физической активности адсорбирует избыточную влагу с поверхности рук и выводит ее наружу, удерживает тепло, обеспечиваю высокую комфортность. Материал совмещает полную ветронепроницаемость, высокую водонепроницаемость и паропроницаемость. Внутренний слой - это мягкий, приятный на ощупь полушерстяной мех.",1439,15149559,Варежки водонепроницаемые,NELS
"Зубная щетка Philips Sonicare обеспечивает тщательную чистку без повреждения зубов и десен. 31 000 выметающих движений в минуту аккуратно очищают межзубные промежутки, разрушая и вымывая налет. Клинически доказано, что зубная щетка Philips Sonicareудаляет налет с поверхности зубов и линии десен до 5 раз эффективнее* по сравнению с обычной зубной щеткой. 2-минутный таймер SmarTimer и 30-секундный таймер QuadPacer помогут чистить зубы в течение рекомендованного времени для каждого участка полости рта, чтобы обеспечить оптимальный результат чистки. Встроенный датчик давления автоматически распознает давление на щетку, предупреждает пользователя и автоматически снижает интенсивность вибраций зубной щетки для защиты десен. Индикатор отображает уровень заряда аккумулятора. Технология BrushSync уведомит вас о необходимости замены на ручке щетки и издаст короткий звуковой сигнал. Аккумулятора хватит на 14 дней использования. Дорожный футляр для путешествий в комплекте.",4810,39326649,Электрическая зубная щетка Sonicare 3100 series HX3673 с дорожным футляром,Philips
"Картриджи Clean and Renew поддерживают вашу мужскую бритву Braun в оптимальном состоянии, обеспечивая эффективность и комфорт каждой процедуры бритья. Жидкость с ароматом лимона обеспечивает смазывание лезвий электробритвы и дарит ощущение свежести во время бритья. Специальная жидкость удаляет 99,9 всех микробов, обеспечивая до 10 раз более гигиеничное очищение, чем промывание бритвы под проточной водой.",894,7159588,Картридж CCR 2 с чистящей жидкостью,Braun
"Детская термокружка - это стильный, современный и практичный аксессуар. Термо кружка станет отличным попутчиком в дороге, на прогулке и в школе. Термос лёгкий и имеет компактные размеры: 20х6,5 см. Объём 320 мл. Детская термо кружка выполнена из пищевой нетоксичной гипоаллергенной нержавеющей стали с двойными стенками и сохраняет тепло до 6 часов, а холод до 12 часов. Дети могут брать с собой воду, соки, компоты и другие напитки - это очень удобно. Термокружка 100% герметична - для защиты от непроизвольного нажатия кнопки, кружка имеет специальный защитный замок. Детский термос снабжен откидывающейся крышкой с кнопкой, которая с лёгкостью открывается одним нажатием. Удобный поильник надежно закрывается крышкой, что делает использование кружки гигиеничным. В нашей коллекции термокружек Вы найдёте очаровательные и яркие принты (Бравл Страс, Амонг Ас, Майнкрафт, Аниме, Наруто), которые приведут Ваших детей в восторг! Многоразовая детская термокружка станет прекрасным подарком ребенку!",699,38574799,Термокружка для кофе 320 мл / детская / подарок / термос,Mojem
"Яркие тени UCANBE всех оттенков радуги - тренд этого года! Формула теней обеспечивает легкое нанесение на кожу век и идеально подходит для их тушевки. Надолго обеспечивает устойчивый эффект. Тени позволяют начать новые, смелые эксперименты и создать незабываемый образ под любой повод: от фотосессии до спонтанного свидания. Тени UCANBE водостойкие, легко наносятся, отлично растушевываются и не осыпаются в течение дня, благодаря их шелковой текстуре, даже без базы. Палитра теней состоит из матовых и мерцающих оттенков, гармонично подобраных для тредовых макияжей различных эпох. Палетка теней октрывается легко и без усилий. Благодаря высокому качеству и демократичной цене тени для век UCANBE уже успели зарекомендовать себя в Европе и США у бьюти-блогеров и начинающих визажистов. Эта палетка теней настоящий must-have на твоем бюьти-столике! Для яркого и стойкого макияжа советуем использовать белую или бежевую базу под тени. Экспериментируй и будь яркой с UCANBE!",436,29168695,Тени для век Ucanbe / палетка теней,UCANBE
"Сумка-шоппер из 100% натурального хлопка с легкостью подойдёт как для похода на работу, в магазин за покупками, так и для отдыха на природе, пикника или пляжного уикенда. Сумка хозяйственная является экологичной альтернативой одноразовым пакетам. Шоппер, который всегда под рукой на случай непредвиденных покупок, значительно упростит Вашу жизнь. К тому же, выбирая наш магазин, Вам не придется беспокоиться о тяжести веса, ведь наши вместительные сумки плотностью 140 г/м2 выдерживают вес в 10 кг ежедневного использования. Такой удобный аксессуар займет мало места в Вашей сумке, если Вы решите свернуть его для удобства переноски. Сумка хлопковая является универсальной вещью, поэтому подойдет как женщинам, так и мужчинам, а так же станет идеальным подарком ребенку или подростку, любимой девушке или молодому человеку. Рекомендуем стирать руками при температуре воды ниже 30 градусов, чтобы натуральный материал остался в своем первоначальном виде. Мы гарантируем качество!",202,17327197,Cумка-шоппер,MILWIK
"Подходят для камер GoPro, SJCAM, EKEN, Digma, X-TRY, Ginzzu и прочих с подобным типом креплений.  Если вы любите активный образ жизни и планируете зафиксировать это на камеру, крепление на голову - это самый подходящий способ произвести съемку от первого лица с тем, чтобы передать в записи самые неповторимые моменты и ощущения. Регулируется, размер универсальный. Материал: пластик/эластичная ткань.",519,59200117,Крепление на голову для экшн-камеры GoPro. SJCAM. Xiaomi YI,Hanagoory
"Кубик рубика - признанный лидер среди головоломок всего мира. Загадочная конструкция легко вращается во все стороны, но при этом не распадается, сохраняя свою целостность. Для самых увлечённых натур скоростная сборка обретает спортивный интерес с возможностью участия в мировых чемпионатах. Настоящие профессионалы справляются с задачей в считанные секунды, устанавливая новые рекорды. Кубик рубика - это полезное увлечение, которое развивает пространственное мышление и ловкость рук.",596,50107096,Кубик Рубика 3 на 3 / Головоломка / подарок для детей и взрослых / Антистресс,Кубик Рубика
"Вибратор Moon это современная секс игрушка, позволяет почувствовать нежные, ритмичные импульсы и открыть для себя новые грани удовольствия! Вибратор имеет обтекаемую форму, помогает получить максимальное наслаждение от прикосновений. Деликатный и мягкий режим, позволяет продлить удовольствие, не травмируя чувствительную кожу в зоне клитора. Компактный размер вибратора удивит своей мощностью и функциональностью, подберет секретный ключ к удовольствию каждой женщины. Секс игрушка идеально подходит для деликатной внешней стимуляции эрогенных зон, влагалища, клитора и точки G. Материал вибратора абсолютно безопасен и экологичен. Аппарат устойчив к воздействию влаги, легкий, непрерывно работает без подзарядки до 2 часов. В комплекте идет чехол для хранения. Порадуй своего полового партнера, не бойся смелых экспериментов! Позволь себе насладится длительным, ярким и незабываемым оргазмом!",1499,49410895,"Вибратор, вибромассажер, вибратор женский, мастурбатор, мастубатор, секс игрушки, чехол в подарок",Shhh...
"ТУ 9133-001-0189234296-14Имбирный пряник паспорт на 14-летие, получение паспорта, первый паспорт, пряник на торт. подароки на день рождения, сыну, дочере, племеннику, украшение торт.Имбирный пряник паспорт упакован в подарочную коробку.Дополнительно имбирный пряник паспорт упакован в пупырчатую пленку и гофра коробкупряник на палочке пряник паспортпряники на палочке печать для пряников имбирные пряники для торта имбирный пряник для торта украшение для торта паспорт имбирный пряник с днем рождения пряничные украшения для торта пряник с днем рожденияпряники с днем рождения пряник для тортапряник на торт пряники в торт пряники для торта пряники на день рожденияпряники на торт пряник на день пряники на деньдля имбирных пряников имбирный пряник пряник имбирныйпряники для украшения торта пряники имбирные украшение для торта пряник украшения для торта пряники Пряникдля пряников ингредиент торт пакет для паспорта ряник в виде обложка для паспотрадля паспорта. Пряник имбииный пасопрт в коробке",378,18671335,"Пряник имбирный Паспорт, пряник в коробке Паспорт. Пряник в подарок, пряник на торт. Пряник паспорт",Frau Praline
"Микротоковый EMS массажер Beauty Gun ( прибор ) в основном используется для массажа лица и области вокруг глаз, но благодаря специальной полукруглой головке устройство удобно использовать практически на любом участке тела. Данный электрический аппарат применяется для комплексного ухода с использованием эффективных методик для омоложения: лифтинга, микротоков, EMS, вибрационного массажа, теплового массажа, хромотерапии, криотерапии и фототерапии. Вибрационный, микротоковый, инфракрасный и LED релаксатор подходит для омоложения, подтяжки, против морщин, против тёмных кругов, осветления и отбеливания линий на лице. Электрический массажер обеспечивает хороший лимфодренаж и очистку меридианов за счет высокоэффективного модулирования микротоковых импульсов на коже и точках акупунктуры. Массаж лица очень хорошо расслабляет - уставшая кожа будет очень благодарна за несколько минут использования прибора. В подарок идёт сертификат с 10% скидкой на следующие покупки от бренда!",4472,31892722,Массажер для лица и зоны вокруг глаз с прогревом / Микротоковый / Вибрационный / Лифтинг / EMS / LED,Beauty Gun
"Ботинки для собак мелких и средних пород зимние ForMyDogs предназначены для защиты нежных лап животных от снега, слякоти и воды. Используемые материалы: верх - мягкая искусственная кожа с водоотталкивающей пропиткой, подклад - искусственный теплый гладкий мех, резиновая подошва - нескользкий и мягкий неопрен. Применение: носки для собак меховые для защиты от реагентов, для длительных прогулок. Обувь для собак мелких пород ForMyDogs рекомендуется использовать в холодную или снежную погоду (зима). Ботиночки для животных не предназначены для прогулок по абразивным поверхностям (грунт, гравий). От того, насколько верно будет подобран размер, будет зависеть износостойкость данных сапожек. Для замеров лапы ориентируйтесь на схему в фото. Уход: ручная чистка и стирка легким мыльным раствором. Не сушить сапоги для животных возле батарей и радиаторов. Предупреждение: износ подошвы не является дефектом. ForMyDogs - широкий ассортимент зоотоваров, одежды и товаров для собак.",1247,43723426,"Обувь для собак (ботинки, сапоги) для мелких и средних пород зимние на меху с резиновой подошвой",ForMyDogs
"Автомобильный органайзер сохранит порядок в авто. Держатель для визиток имеет множество отделений для банковских карт, скидочных карт. Органайзер автомобильный на козырек позволит закрепить очки и ручку эргономично. Держатель на козырек имеет большой отсек для документов, наушников, акссесуаров, косметики, помады и денег. Органайзер для мелочей не мешает обзору водителя и крепится на солнцезащитный козырек. Теги: органайзер для автомобиля, автомобильный держатель для телефона, подарок мужчине, автотовары, держатель телефона в автомобиль, органайзер в авто, визитница для карт, органайзер для документов, держатель для телефона автомобильный, автоаксессуары, держатель для карт, держатель телефона в авто, держатель в авто, органайзер для документов на автомобиль, держатель для очков в авто, органайзер на сиденья, автоорганайзер, органайзер в автомобиль, органайзер автомобильный, органайзер для автомобиля в салон, органайзер на козырек, органайзер для хранения, органайзер для авто визитница",556,53329963,Органайзер на солнцезащитный козырек держатель для телефона козырьки для авто кейс для очков кофр,TopLider
"Во вселенной Владислава Крапивина, где живут, трудятся и сражаются, любят и ненавидят, гибнут и совершают подвиги герои его произведений, чудо и фантастика действуют на равных правах. Космические суперкрейсеры дальней разведки соседствуют здесь с мальчишками, летающими над миром, как ветерки, ведьмы уживаются с роботами, а школьники выбирают себе в друзья очень умного роботенка-мальчишку. 
Сама вселенная у Крапивина не просто необозримое пространство со звездными галактиками-морями и планетами-островами в них - это необъятный кристалл, число граней у которого бесконечно, и на каждой грани свой мир, похожий на соседний и непохожий. 
На одной грани это Земля, на которой живем мы с вами. На соседней грани - планета, практически от нашей не отличимая, только все здесь вывернуто наизнанку. Потому что те, кто велят, - твари непонятной природы, не имеющие даже собственной оболочки, а вселяющиеся в манекены и статуи, - подчинили ее себе ради некой безумной цели.",640,8455388,Голубятня на желтой поляне,Азбука
"Уменьшитель кольца силиконовый. Уменьшитель очень прост в использовании. Силиконовая спираль оборачивается вокруг кольца и плотно прилегает к нему. Уменьшитель силиконовый имеет гладкую структуру и практически невидим при носке. В пакете 4 спирали уменьшителя колец для изделий шириной 2 и 3 мм, а также подарочная салфетка для протирания ювелирных изделий. Длина каждой спирали 10 см. Такая длина силиконовой спирали позволит уменьшить размер 2х - 3х колец.Нас ищу: Уменьшитель размера кольца; уход за украшениями; накладка на кольцо; уменьшитель для кольца; вставка в кольцо; регултор размера кольца; силиконовая накладка; уменьшитель колец; кольцо; кольцо серебряное; Аксессуар для бижутерии.",1260,62709710,Уменьшитель размера кольца/силиконовый/уменьшить диаметр/уменьшить кольцо.,Jewelry care
"- Изображение можно подрезать под вашу высоту потолка. - Основа фотообоев флизелин, поэтому вам понадобится клей для флизелиновых обоев. - Клей наносится на стену. - Фотообои очень легко клеить, они плотные и однородные, не рвутся, не растягиваются и не дают усадки после наклеивания. - Стыков практически не видно. - Покрытие у обоев виниловое горячего тиснения, оно способно противостоять механическим воздействиям и загрязнениям. - Можно протирать влажной мягкой тканью. - Фотообои отпечатаны экологичными и безопасными латексными красками без запаха. - Фотообои упакованы в надежную тройную упаковку: гофрокоробка защищает от ударов, герметичный пакет препятствует проникновению влаги, жесткий тубус оберегает от смятия. - Инструкция прилагается. - Желаем вам удачного ремонта!",4825,10679883,Обои 3д светлые/ Цветы Пионы Кирпич Стена Фреска/ Дизайн интерьер комнаты Кухня Зал Спальня Гостиная,Топ Фотообои
"Незаменимый набор для всех любителей готовить на гриле. Все изделия выполнены из нержавеющей стали, а ручки из термостойкого пластика с нескользящим покрытием. Широкая рабочая поверхность лопатки позволит с легкостью перевернуть большой кусок мяса, гамбургер или большой кусок рыбы, не разломив его. На лопатке также присутствует острая режущая кромка. Щипцы подойдут для приготовления куриных крыльев или овощей гриль. Вилкой вы легко снимете готовые продукты с гриля и сможете проверить их готовность, а силиконовой кисточкой смазать маслом. Лопатка, щипцы, вилка и кисточка для гриля и барбекю станут отличными помощниками в приготовлении самого вкусного барбекю. Длина всех изделий: 40 см. Материал рабочих поверхностей: нержавеющая сталь. Материал ручек термостойкий пластик с нескользящим покрытием.",1605,23820625,"Набор аксессуаров для барбекю, гриля и шашлыка/Лопатка, вилка,кисточка, щипцы для",Anvento
"Рюкзак-холодильник для пикника с табуреткой. Отлично подойдет тем, кто не хочет стоять в переполненной электричке.",3195,10227204,Рюкзак-табуретка для пикника на 2 персоны,Nightman
"Кисти из синтетики серии Andy - это мягкая универсальная синтетика, которая подходит практически для любых видов красок. Ими удобно работать с гуашью, акварелью, акрилом, темперой. Маслом можно работать в лессировочной технике с разбавителем. Синтетика рыжего цвета с темным кончиком, ручка покрыта синим лаком, ворс закреплен аллюминиевой втулкой с двойной обжимкой. Привлекательный внешний вид и понятная маркировка для удобства покупателя. Ручка кисти короткая - 14 см. Длина ворса (выставка) короткая. Номер кисти соответствует диаметру в мм.",225,12419170,"Кисти художественные Andy, кисти для рисования 2 шт, синтетика плоская №14, 18",Малевичъ
"Профессиональные акварельные карандаши в металлическом кейсе. В комплекте точилка, кисть с резервуаром для воды и 72 карандаша: яркие цвета, плавный переход тонов, эффектная цветовая палитра. Идеально подходит для детей, взрослых, художников и любителей. Можно использовать для раскрашивания, рисования, набросков и другого искусства. Прочный, не крошащийся грифель, хорошо затачивается. Каждый карандаш имеет цифровую и цветовую маркировку. Окраска в соответствии с цветом грифеля помогает с легкостью выбрать нужный оттенок. Солидная металлическая коробка на петлях с пластиковыми поддонами.",2292,37674484,Набор акварельных карандашей / цветные / для рисования профессиональные / художественные,WiMi
"Карандаши акварельные Berlingo ""SuperSoft. Рыбки"", в наборе 36 цветов и кисть. Трехгранная форма корпуса диаметром 7 мм и длиной 18 см. Карандаши обладают идеальной растворимостью, смешиваемостью, мягким письмом. На каждом карандаше указание цвета на английском языке и поле для подписи имени владельца. Грифели стандарта качества 8А, мягкость письма, сравнимая с рисованием маслом и пастелью. Увеличенная до 4 мм толщина грифеля, выдерживающая сильное нажатие под углом 45 градусов. Специальная проклейка, предотвращающая поломку грифеля внутри карандаша при падении. Антибактериальная обработка на специализированном оборудовании, гарантирующая безопасное использование продукции детьми.",562,11305587,"Карандаши акварельные ""SuperSoft. Рыбки"", 36 цветов + кисть",Berlingo
"Акварельные карандаши Koh-I-Noor серии Mondeluz предназначены для профессиональных и начинающих художников. Карандаши оставляют яркие выразительные линии на поверхности, мягко пишут. Грифель легко затачивается. Следы не размываются водой и не выгорают на солнце. Корпус карандашей изготовлен из кедра специальной породы, что делает его прочным и удобным в использовании.",1023,12638209,"Карандаши акварельные Koh-I-Noor Mondeluz, 36 цветов",Koh-i-Noor
"Надёжный чертёжный набор от легендарного немецкого производителя Faber-Castell состоит из 3 предметов в пластиковом футляре. Прочные зубчатые колёсики, легко регулируемые ножки, а также нескользящие иглы и свинцовые зажимы для создания точных линий, являются стандартными характеристиками всех циркулей Faber-Castell. Регулировочный механизм позволяет чертить окружности диаметром до 340 мм. Грифели идут в комплекте с циркулем. Вид товара: готовальня; Количество предметов: 3; Материал: металл; Упаковка ед. товара: пластиковый футляр; Наличие европодвеса: есть.",1239,3544513,"Готовальня Faber-Castell, 3 предмета, пластиковый футляр",Faber-Castell
"Всемирно известный французский производитель канцелярских принадлежностей для офиса, школы и дома тм MAPED представляет - набор цветных карандашей Maped ColorPeps Star. Набор поможет создать чудесные картины вашему юному художнику. Мягкий грифель диаметром 2,9 мм легко рисует на бумаге и не царапает ее, устойчив к механическим деформациям. После падения грифель остаётся целым внутри, легко затачивается стандартными точилками. Трехгранный корпус изготовлен из натуральной древесины американской липы и покрыт лаком на водной основе, что делает безопасным использование для детского возраста. В набор входят 36 цветных карандаша ярких, классических цветов. Набор цветных карандашей - это практичный и современный художественный инструмент, который поможет вам в создании самых выразительных произведений. Набор представлен в картонной упаковке с окошком.",599,2135429,"Карандаши цветные MAPED COLOR'PEPS треугольные, ударопрочный грифель картонном футляре, 36 цв",Maped
"Восковые карандаши BRAUBERG идеально подходят для детского творчества. Предназначены для рисования на бумаге любого типа, а также дереве, картоне и стекле. Не пачкают руки, благодаря индивидуальной бумажной обертке каждого карандаша. Тип товара: карандаши. Серия: Академия. Количество цветов в наборе: 18. Форма корпуса: круглая. Диаметр: 8 мм. Смываемые: да. Бумажное покрытие корпуса: да. Количество дизайнов упаковки: 1. Упаковка: картонная с европодвесом. Артикул производителя: 227284.",135,13150088,"Восковые карандаши Академия, набор 18 цветов",Brauberg
"Ополаскиватель для полости рта Glister уменьшает количество бактериального налета на зубах. Освежает дыхание. Обладает приятным вкусом и ароматом. Ополаскиватель очищает те области, которые недосягаемы для щетки и зубной нити: стенки ротовой полости, челюсти, области на языке и под языком. Они также нуждаются в очистке от бактерий.GLISTER Концентрированная жидкость для полоскания полости рта получила Знак Одобрения Стоматологической Ассоциацией России. Наличие Знака Одобрения позволяет рекомендовать её широкое использование в стоматологии и служит гарантией её качества и потребительских свойств для стоматологов и населения.",849,20972243,"""ГЛИСТЕР"" КОНЦЕНТРИРОВАННАЯ ЖИДКОСТЬ ДЛЯ ПОЛОСКАНИЯ ПОЛОСТИ РТА 50ml /GLISTER/AMWAY/Амвей",GLISTER
"Безопасная и удобная детская зубная щетка разработана специально для детей в возрасте от 2 до 8 лет. Особая форма щетины делает чистку зубов максимально эффективной. Углубление в центре щетины повторяет форму зуба, а более длинные щетинки вокруг массируют десны. Удлиненные щетинки очищают даже самые труднодоступные места. Ионы серебра блокируют размножение бактерий в щетине, подтверждено испытаниями в ЕС. Мягкая щетина бережно очищает налет с зубов, не повреждая нежную детскую эмаль. Специальное резиновое покрытие головки защищает нежные детские зубы и десны от возможных повреждений.Удобная эргономичная форма ручки разработана специально для детей. Специальные вставки предотвращают скольжение в ладошке.",405,22076286,"Детская зубная щетка от 2 до 8 лет с ионами серебра, 2 шт.",SPLAT
"Эффективно удаляет зубной налет, не повреждая зубную эмаль. Способствует реминерализации эмали, делает зубы крепче. Обладает отбеливающим действием и освежает дыхание.ДЕЙСТВИЕ ИНГРЕДИЕНТОВ** Проникая в структуру зубной эмали, фтор** нормализует ее минеральный состав, то есть реминерализует и предотвращает образование кариеса.",556,47705864,GLISTER/Многофункциональная зубная паста Глистер с фтором/AMWAY/АМВЕЙ 150мл,Amway
"Детская зубная щетка CURAKID для самых маленьких! Содержит 4260 ультрамягких щетинок CUREN из сверхтонкого полиэстрового волокна толщиной 0,10 мм, чистит тщательно и без боли. Рекомендована с момента появления первого зуба до 4 лет.
Дугообразная форма ручки идеально подходит для детской и родительской руки и снижает давление на десну. Благодаря прорезиненной поверхности можно использовать как первый прорезыватель. Силиконовая основа ручки позволяет крепить ее на гладкие зеркальные поверхности. Ваши дети полюбят чистить зубы щеткой CURAPROX.
Цвет щетины в ассортименте. Может отличаться от указанной на фото.",887,15069280,"Зубная щетка CS Baby детская c гумированной ручкой, 4260 щетинок, от 0 до 4 лет",Curaprox
"Лечебно-профилактическая низкоабразивная зубная био-паста комплексного действия для ежедневного применения. Для профилактики кариеса и чувствительности эмали. Хорошо удаляет пигментированный налет от чая, кофе, табака и пр. Универсальная паста для всех членов семьи. Подходит подросткам с 12 лет. Не искажает вкусовое восприятие - идеально подходит для гурманов. Не содержит SLS (лаурилсульфат натрия), парабены, ароматизаторы, красители. В основе пасты - лактопероксидазная ферментная система животного происхождения, которая поддерживает местный иммунитет полости рта, усиливает естественное антибактериальное, реминерализующее, очищающее действие слюны. Содержание фторида натрия 1450 ppm. Индекс абразивности RDA 60. Рекомендовано использование с звуковой зубной щеткой.",1237,6503176,"Зубная паста Enzycal 1450 ppm фторидов натрия, 75 мл. с 12 лет",Curaprox
"GC Tooth Mousse (Тус мусс) - специальный реминерализирующий гель, содержащий биодоступный кальций и фосфор. Активный компонент Recaldent в составе восстанавливает минеральный баланс. Recaldent - вытяжка из казеина коровьего молока, которая, попадая в полость рта, начинает воздействовать на эмаль, мягкие ткани и даже зубной налет. Ионы кальция и фосфора восстанавливают ослабленную эмаль. Благодаря кальцию происходит реминерализация эмали, что приводит к значительному снижению риска возникновения кариеса. Гель Тусс Мус обладает приятным сладким вкусом. Применяются для профилактики кариеса, повышенной чувствительности зубов, сразу после отбеливания зубов - для снижения гиперчувствительности эмали, после профессиональной чистки, процедур фторирования фторгелем. Весь товар проходит проверку! Проверочные коды на каждой упаковке, действительны однократно - защита от копирования. Изучите процедуру проверки на фото.",1330,18485873,Реминерализирующий гель GC Tooth Mousse Тус Мусс Дыня 40г. (35мл.) США,GC Corporation
